time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-16T05:59:04.640Z,19.4004993438721,-155.259170532227,0.370000004768372,2.1,ml,7,100,,0.140000001,hv,hv72231197,2020-11-16T06:04:35.610Z,"5 km SSW of Volcano, Hawaii",earthquake,0.34,0.439999998,0.23,13,automatic,hv,hv
2020-11-16T05:50:19.420Z,19.1346664428711,-155.440505981445,33.189998626709,1.82000005,md,43,181,,0.100000001,hv,hv72231192,2020-11-16T05:53:36.210Z,"8 km SSE of Pāhala, Hawaii",earthquake,0.68,1.08000004,0.569999993,12,automatic,hv,hv
2020-11-16T05:49:19.480Z,38.3617,-118.8727,6.6,1.7,ml,21,62.95,0.312,0.13,nn,nn00784495,2020-11-16T06:06:40.832Z,"28 km SW of Hawthorne, Nevada",earthquake,,13.7,,,automatic,nn,nn
2020-11-16T05:48:57.800Z,38.8320007,-122.8068314,1.99,1.98,md,32,48,0.008959,0.03,nc,nc73482796,2020-11-16T08:03:06.397Z,"7km W of Cobb, CA",earthquake,0.19,0.3,0.15,11,automatic,nc,nc
2020-11-16T05:40:38.260Z,38.836834,-122.8311691,1.71,0.59,md,11,80,0.0038,0.01,nc,nc73482786,2020-11-16T05:42:14.267Z,"9km NW of The Geysers, CA",earthquake,0.35,0.41,0.02,2,automatic,nc,nc
2020-11-16T05:39:55.060Z,38.8358345,-122.8293304,1.84,2.43,md,26,76,0.005539,0.03,nc,nc73482771,2020-11-16T07:38:04.273Z,"9km NW of The Geysers, CA",earthquake,0.18,0.24,0.15,9,automatic,nc,nc
2020-11-16T05:39:47.720Z,38.8375015,-122.8306656,1.98,2.57,md,26,77,0.003919,0.02,nc,nc73482766,2020-11-16T07:23:05.187Z,"9km NW of The Geysers, CA",earthquake,0.19,0.33,0.16,6,automatic,nc,nc
2020-11-16T05:34:45.285Z,-34.3339,-72.6262,10,4.5,mwr,,151,0.885,0.59,us,us7000cfj8,2020-11-16T13:03:20.040Z,"112 km N of Constitución, Chile",earthquake,4.3,1.9,,,reviewed,us,guc
2020-11-16T05:32:01.640Z,38.171,-117.7445,9.1,1.9,ml,25,101.24,0.047,0.08,nn,nn00784492,2020-11-16T05:50:21.556Z,"40 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-11-16T05:25:20.750Z,38.193,-117.7452,5.8,1,ml,10,132.69,0.067,0.1,nn,nn00784491,2020-11-16T05:33:18.630Z,"38 km SE of Mina, Nevada",earthquake,,11.9,,,automatic,nn,nn
2020-11-16T05:20:03.280Z,36.0498,-115.3093,0.7,1.4,ml,12,340.27,0.896,0.1,nn,nn00784490,2020-11-16T05:27:19.335Z,"6 km WNW of Enterprise, Nevada",earthquake,,8.6,,,automatic,nn,nn
2020-11-16T05:17:16.600Z,38.1957,-117.7533,12.1,0.5,ml,10,150.13,0.044,0.02,nn,nn00784489,2020-11-16T05:21:18.828Z,"37 km SE of Mina, Nevada",earthquake,,7.8,,,automatic,nn,nn
2020-11-16T05:13:25.001Z,59.8533,-141.8055,0,2.1,ml,,,,0.97,ak,ak020eqykerw,2020-11-16T05:28:33.973Z,"121 km WNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-16T05:09:52.320Z,38.16,-117.9255,12.1,2.1,ml,21,81.97,0.039,0.11,nn,nn00784485,2020-11-16T05:16:21.577Z,"30 km SSE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-16T05:05:59.460Z,38.1862,-117.7657,12.2,0.9,ml,13,175.52,0.033,0.12,nn,nn00784484,2020-11-16T05:10:39.290Z,"37 km SE of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-11-16T05:01:30.266Z,44.3434,-115.0213,16.77,2.6,ml,,62,0.895,0.51,us,us7000cfiz,2020-11-16T05:09:37.040Z,"15 km NNW of Stanley, Idaho",earthquake,2.3,10,0.059,38,reviewed,us,us
2020-11-16T04:53:54.550Z,38.187,-117.7485,13.1,2.4,ml,33,60.22,0.026,0.08,nn,nn00784480,2020-11-16T04:59:42.381Z,"38 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-16T04:49:52.500Z,38.1832,-117.771,10.3,0.8,ml,14,92.86,0.063,0.12,nn,nn00784478,2020-11-16T04:54:59.436Z,"37 km SE of Mina, Nevada",earthquake,,4.2,,,automatic,nn,nn
2020-11-16T04:43:08.432Z,38.1894,-117.7482,10.6,3.6,ml,37,58.02,0.038,0.149,nn,nn00784475,2020-11-16T08:08:57.427Z,"38 km SE of Mina, Nevada",earthquake,,0.6,0.36,18,reviewed,nn,nn
2020-11-16T04:21:27.620Z,17.9201,-66.8603,16,2.41,md,18,214,0.0582,0.11,pr,pr2020321001,2020-11-16T05:35:46.107Z,"7 km SSE of Maria Antonia, Puerto Rico",earthquake,0.7,0.54,0.14,10,reviewed,pr,pr
2020-11-16T04:19:10.580Z,19.3959999084473,-154.950164794922,0.509999990463257,2.27,ml,41,210,,0.370000005,hv,hv72231132,2020-11-16T04:24:40.610Z,"8 km SSW of Leilani Estates, Hawaii",earthquake,0.89,0.370000005,0.2,16,automatic,hv,hv
2020-11-16T04:14:52.680Z,38.1465,-118.0062,5.6,0.4,ml,9,130.92,0.032,0.04,nn,nn00784472,2020-11-16T04:37:58.677Z,"28 km SSE of Mina, Nevada",earthquake,,4.2,,,automatic,nn,nn
2020-11-16T04:07:11.270Z,37.636,-116.7398,16.1,2,ml,9,198.48,0.406,0.1,nn,nn00784468,2020-11-16T04:15:38.535Z,"44 km E of Goldfield, Nevada",earthquake,,10.4,,,automatic,nn,nn
2020-11-16T04:04:10.200Z,38.1937,-117.7455,12.4,1.4,ml,20,122.88,0.119,0.08,nn,nn00784466,2020-11-16T04:09:00.139Z,"38 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-11-16T04:02:21.060Z,38.1738,-117.7205,0.9,0.9,ml,13,104.57,0.066,0.04,nn,nn00784464,2020-11-16T04:05:59.733Z,"41 km SE of Mina, Nevada",earthquake,,7.4,,,automatic,nn,nn
2020-11-16T03:54:04.970Z,35.9411667,-117.6678333,5.19,0.46,ml,9,90,0.01568,0.06,ci,ci39466783,2020-11-16T03:57:38.812Z,"22km E of Little Lake, CA",earthquake,0.38,0.37,0.201,7,automatic,ci,ci
2020-11-16T03:53:20.240Z,44.3591,-115.0211,15.85,2.5,ml,,61,0.909,0.6,us,us7000cfif,2020-11-16T04:15:44.040Z,"17 km NNW of Stanley, Idaho",earthquake,2.1,10.3,0.062,34,reviewed,us,us
2020-11-16T03:49:55.030Z,38.1467,-117.987,13.9,1.5,ml,21,76.97,0.033,0.12,nn,nn00784459,2020-11-16T03:54:39.825Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-16T03:39:55.000Z,38.8271675,-122.8143311,2.15,0.57,md,13,92,0.005025,0.02,nc,nc73482731,2020-11-16T04:56:06.360Z,"8km NW of The Geysers, CA",earthquake,0.3,0.67,0.01,2,automatic,nc,nc
2020-11-16T03:36:02.950Z,38.2097,-117.775,0,0.6,ml,11,178.19,0.037,0.13,nn,nn00784457,2020-11-16T03:39:38.803Z,"35 km SE of Mina, Nevada",earthquake,,10.2,,,automatic,nn,nn
2020-11-16T03:33:28.560Z,38.1493,-117.8718,5.3,1.4,ml,14,127.04,0.006,0.07,nn,nn00784455,2020-11-16T03:37:59.384Z,"33 km SE of Mina, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-11-16T03:29:59.530Z,38.1842,-117.7392,12.5,2,ml,27,89.47,0.06,0.07,nn,nn00784453,2020-11-16T03:34:21.278Z,"39 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-11-16T03:27:53.960Z,38.8294983,-122.8130035,2.04,0.79,md,17,43,0.00651,0.02,nc,nc73482726,2020-11-16T04:30:04.161Z,"8km NW of The Geysers, CA",earthquake,0.24,0.43,0.09,3,automatic,nc,nc
2020-11-16T03:24:40.511Z,66.3335,-157.4736,0,2.5,ml,,,,0.96,ak,ak020eqxfxni,2020-11-16T03:37:41.589Z,"63 km SSW of Shungnak, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-16T03:13:35.590Z,38.828167,-122.8153305,2.3,0.96,md,23,43,0.00629,0.02,nc,nc73482721,2020-11-16T04:05:05.037Z,"8km NW of The Geysers, CA",earthquake,0.2,0.42,0.26,4,automatic,nc,nc
2020-11-16T03:10:56.770Z,38.1237,-118.0023,10.2,1.5,ml,13,145.89,0.039,0.04,nn,nn00784451,2020-11-16T03:31:06.677Z,"31 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-11-16T03:10:33.790Z,38.1285,-117.8732,1.6,1.5,ml,13,77.84,0.009,0.18,nn,nn00784450,2020-11-16T03:30:59.481Z,"35 km SE of Mina, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-11-16T03:07:14.020Z,38.8283348,-122.8138351,2.24,2.3,md,48,43,,0.06,nc,nc73482716,2020-11-16T03:40:06.878Z,"8km NW of The Geysers, CA",earthquake,0.16,0.24,0.14,31,automatic,nc,nc
2020-11-16T03:06:31.580Z,19.4126663208008,-155.279327392578,1.62999999523163,2.30999994,md,11,53,,0.209999993,hv,hv72231047,2020-11-16T03:09:49.070Z,"5 km SW of Volcano, Hawaii",earthquake,0.42,0.680000007,0.00999999978,5,automatic,hv,hv
2020-11-16T03:05:41.757Z,57.6241,-154.9437,24.3,1.9,ml,,,,0.15,ak,ak020eqxbv4r,2020-11-16T03:16:18.580Z,"29 km WNW of Karluk, Alaska",earthquake,,2.6,,,automatic,ak,ak
2020-11-16T02:56:10.230Z,38.1565,-117.8018,6.5,1.7,ml,24,62.85,0.054,0.16,nn,nn00784447,2020-11-16T03:11:40.772Z,"37 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-16T02:51:47.530Z,38.159,-117.8923,7,1,ml,12,102.23,0.004,0.06,nn,nn00784445,2020-11-16T02:56:39.215Z,"31 km SE of Mina, Nevada",earthquake,,7.3,,,automatic,nn,nn
2020-11-16T02:30:34.470Z,38.179,-117.868,5.7,1.5,ml,12,103.99,0.01,0.18,nn,nn00784442,2020-11-16T02:52:59.931Z,"31 km SE of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-11-16T02:27:39.039Z,60.6877,-147.1626,19.6,1.8,ml,,,,1.01,ak,ak020eqwv52v,2020-11-16T03:09:27.506Z,"32 km SW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-16T02:27:20.660Z,38.1712,-117.8608,6,1.9,ml,32,71.16,0.019,0.1,nn,nn00784437,2020-11-16T02:31:42.657Z,"32 km SE of Mina, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-11-16T02:23:29.889Z,44.3282,-115.0084,10,2.6,ml,,63,0.877,0.76,us,us7000cfhx,2020-11-16T02:43:37.040Z,"13 km NNW of Stanley, Idaho",earthquake,1.7,2,0.057,40,reviewed,us,us
2020-11-16T02:21:54.230Z,38.1618,-117.8517,6.1,1.1,ml,13,102.56,0.009,0.21,nn,nn00784434,2020-11-16T02:25:42.291Z,"33 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-16T02:21:31.308Z,62.044,-152.0051,102.6,1.7,ml,,,,0.73,ak,ak020eqwtu64,2020-11-16T02:26:12.272Z,"32 km W of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-16T01:44:16.539Z,36.74516667,-98.035,7.93,1.47,ml,62,85,0.08098410816,0.26,ok,ok2020wmuk,2020-11-16T14:24:14.627Z,"8 km N of Nash, Oklahoma",earthquake,,0.6,0.21,25,reviewed,ok,ok
2020-11-16T01:38:14.640Z,38.1655,-117.8638,5.6,0.8,ml,12,184.6,0.021,0.11,nn,nn00784427,2020-11-16T01:43:55.854Z,"32 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-11-16T01:35:18.320Z,38.2315,-117.7427,0.7,1.2,ml,13,115.34,0.069,0.41,nn,nn00784422,2020-11-16T01:39:15.504Z,"36 km ESE of Mina, Nevada",earthquake,,32.5,,,automatic,nn,nn
2020-11-16T01:28:57.590Z,38.1552,-117.9322,11.3,1.4,ml,17,70.77,0.021,0.07,nn,nn00784418,2020-11-16T01:33:55.639Z,"30 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-11-16T01:21:42.040Z,19.3601666666667,-155.11,7.42,3.01,ml,29,173,,0.12,hv,hv72230907,2020-11-16T09:27:52.000Z,"11 km SSE of Fern Forest, Hawaii",earthquake,0.53,0.46,0.134859038667362,35,reviewed,hv,hv
2020-11-16T01:15:36.546Z,60.561,-152.4425,104.7,1.8,ml,,,,0.75,ak,ak020eqw74oo,2020-11-16T02:24:31.824Z,"61 km W of Salamatof, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-11-16T01:14:59.890Z,38.8346672,-122.7994995,2.05,0.96,md,23,57,0.008068,0.03,nc,nc73482701,2020-11-16T01:30:06.057Z,"7km WNW of Cobb, CA",earthquake,0.21,0.44,0.15,3,automatic,nc,nc
2020-11-16T01:07:38.300Z,38.1192,-117.4885,5.3,0.6,ml,9,116.08,0.036,0.14,nn,nn00784414,2020-11-16T01:11:15.003Z,"23 km WNW of Tonopah, Nevada",earthquake,,13.8,,,automatic,nn,nn
2020-11-16T01:05:12.140Z,38.1527,-117.9367,11.9,1.5,ml,14,98.52,0.018,0.09,nn,nn00784412,2020-11-16T01:09:15.430Z,"30 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-11-16T01:02:28.015Z,38.1656,-117.8459,8,1.5,ml,24,93.86,0.02,0.1506,nn,nn00784408,2020-11-16T01:25:45.993Z,"33 km SE of Mina, Nevada",earthquake,,0.7,0.2,9,reviewed,nn,nn
2020-11-16T01:02:18.090Z,35.9275,-117.6703333,2.14,0.88,ml,12,100,0.02601,0.12,ci,ci39466743,2020-11-16T01:05:50.023Z,"21km E of Little Lake, CA",earthquake,0.22,0.3,0.114,12,automatic,ci,ci
2020-11-16T00:59:37.230Z,38.0978,-118.2107,7,1.7,ml,12,100.15,0.218,0.09,nn,nn00784406,2020-11-16T01:03:22.535Z,"33 km SSW of Mina, Nevada",earthquake,,10.9,,,automatic,nn,nn
2020-11-16T00:59:30.700Z,38.1662,-117.8858,4.9,1,ml,9,114.84,0.01,0.1,nn,nn00784405,2020-11-16T01:03:15.027Z,"31 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-16T00:58:36.860Z,34.0318336,-116.8379974,29.56,0.93,ml,22,97,0.02531,0.22,ci,ci39466735,2020-11-16T01:02:14.569Z,"12km NNE of Banning, CA",earthquake,0.54,0.35,0.417,7,automatic,ci,ci
2020-11-16T00:54:17.230Z,38.153,-117.9098,7.9,0.6,ml,8,235.41,0.004,0.18,nn,nn00784402,2020-11-16T00:59:34.785Z,"31 km SSE of Mina, Nevada",earthquake,,12.3,,,automatic,nn,nn
2020-11-16T00:52:56.620Z,35.9368333,-117.7136667,2.03,0.83,ml,15,64,0.05253,0.19,ci,ci39466727,2020-11-16T00:56:39.118Z,"17km E of Little Lake, CA",earthquake,0.28,0.41,0.184,13,automatic,ci,ci
2020-11-16T00:51:53.544Z,38.163,-117.8693,5,2.2,ml,30,48.09,0.002,0.1375,nn,nn00784399,2020-11-16T02:59:26.781Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.28,15,reviewed,nn,nn
2020-11-16T00:48:28.030Z,38.1667,-117.8609,4.1,2.1,ml,28,48.24,0.01,0.1211,nn,nn00784394,2020-11-16T01:35:03.327Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.36,12,reviewed,nn,nn
2020-11-16T00:46:39.276Z,38.1669,-117.8617,4.4,3,ml,29,37.41,0.009,0.1176,nn,nn00784390,2020-11-16T01:38:04.147Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.3,13,reviewed,nn,nn
2020-11-16T00:43:44.070Z,35.937,-117.714,2.08,1.14,ml,15,63,0.05276,0.15,ci,ci39466711,2020-11-16T00:47:33.080Z,"17km E of Little Lake, CA",earthquake,0.25,0.35,0.223,17,automatic,ci,ci
2020-11-16T00:31:23.097Z,66.3084,-157.4502,0,2,ml,,,,0.81,ak,ak020eqvp3iq,2020-11-16T00:45:50.952Z,"66 km SSW of Shungnak, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-16T00:30:19.170Z,38.156,-117.8568,7.4,0.9,ml,13,110.2,0.014,0.09,nn,nn00784387,2020-11-16T00:47:35.234Z,"34 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-16T00:28:04.247Z,-5.9008,130.8801,115,4.4,mb,,141,3.261,0.91,us,us7000cfh8,2020-11-16T00:50:30.040Z,"209 km W of Tual, Indonesia",earthquake,7.9,11.2,0.179,9,reviewed,us,us
2020-11-16T00:27:09.860Z,38.144,-117.9523,9.1,0.7,ml,10,109.61,0.052,0.03,nn,nn00784385,2020-11-16T00:31:14.888Z,"30 km SSE of Mina, Nevada",earthquake,,6.3,,,automatic,nn,nn
2020-11-16T00:27:06.260Z,33.387,-116.5943333,11.88,0.47,ml,13,118,0.1781,0.33,ci,ci39466703,2020-11-16T00:30:56.889Z,"12km NNE of Warner Springs, CA",earthquake,1.15,4.39,0.304,6,automatic,ci,ci
2020-11-16T00:24:11.450Z,62.5171,-149.8886,55.1,1.9,ml,,,,0.82,ak,ak020eqvnkl5,2020-11-16T00:36:29.047Z,"13 km NE of Chase, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-16T00:23:57.800Z,39.4508324,-123.2955017,6.66,2.05,md,16,94,0.03722,0.07,nc,nc73482681,2020-11-16T01:24:06.028Z,"7km NE of Willits, CA",earthquake,0.33,0.66,0.17,13,automatic,nc,nc
2020-11-16T00:22:24.720Z,38.157,-117.9312,11.4,1.4,ml,15,73.55,0.03,0.09,nn,nn00784383,2020-11-16T00:28:35.420Z,"30 km SSE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-16T00:12:17.210Z,17.5566,-64.1376,34,3.57,md,9,348,1.8085,0.33,pr,pr2020321000,2020-11-16T01:26:54.501Z,"67 km ESE of Saint Croix, U.S. Virgin Islands",earthquake,8.6,23,0.12,4,reviewed,pr,pr
2020-11-16T00:05:20.793Z,65.0108,-147.4899,0,1.5,ml,,,,1.12,ak,ak020eqvjiqz,2020-11-16T00:14:45.740Z,"8 km NE of Fox, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-16T00:03:44.957Z,67.3246,-164.2472,0.1,1.8,ml,,,,0.65,ak,ak020eqvj54c,2020-11-16T00:40:19.740Z,"46 km SSE of Kivalina, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-11-16T00:00:13.850Z,38.1535,-117.9367,11,1.3,ml,12,170.86,0.009,0.09,nn,nn00784382,2020-11-16T00:23:34.808Z,"30 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-15T23:56:09.610Z,38.8305016,-122.757164,1.23,0.4,md,7,156,0.009958,0.02,nc,nc73482676,2020-11-16T01:09:06.948Z,"3km WNW of Cobb, CA",earthquake,0.51,0.73,0.17,2,automatic,nc,nc
2020-11-15T23:48:10.770Z,38.8238335,-122.7959976,2.33,0.91,md,26,35,0.011,0.03,nc,nc73482666,2020-11-16T00:44:03.800Z,"6km NNW of The Geysers, CA",earthquake,0.21,0.41,0.09,5,automatic,nc,nc
2020-11-15T23:22:07.240Z,35.6103333,-117.4056667,8.97,1.53,ml,22,110,0.09156,0.16,ci,ci39466671,2020-11-15T23:26:02.259Z,"17km S of Trona, CA",earthquake,0.41,0.99,0.17,21,automatic,ci,ci
2020-11-15T23:21:26.550Z,35.9738333,-117.6691667,2.8,1.15,ml,15,89,0.03003,0.18,ci,ci39466663,2020-11-15T23:25:14.215Z,"22km E of Little Lake, CA",earthquake,0.41,0.5,0.17,15,automatic,ci,ci
2020-11-15T23:21:11.146Z,44.3445,-115.0218,10,2.6,ml,,62,0.896,1.45,us,us7000cfgj,2020-11-16T07:23:36.916Z,"15 km NNW of Stanley, Idaho",earthquake,1.3,2,0.081,20,reviewed,us,us
2020-11-15T23:19:09.930Z,35.9731667,-117.6701667,2.49,0.89,ml,12,87,0.02989,0.12,ci,ci39466647,2020-11-15T23:22:41.209Z,"22km E of Little Lake, CA",earthquake,0.32,0.27,0.131,10,automatic,ci,ci
2020-11-15T23:19:03.503Z,-24.3285,-67.4556,198.96,4.8,mb,,71,1.522,0.68,us,us7000cfg3,2020-11-15T23:34:12.040Z,"116 km W of San Antonio de los Cobres, Argentina",earthquake,8.1,13,0.278,4,reviewed,us,us
2020-11-15T23:17:24.296Z,44.3169,-115.0524,10,3.6,ml,,64,0.884,1.27,us,us7000cfg1,2020-11-16T01:19:10.509Z,"14 km NW of Stanley, Idaho",earthquake,1.8,2,0.033,124,reviewed,us,us
2020-11-15T23:16:52.498Z,38.1616,-117.8705,5.2,2.2,ml,27,56.62,0.001,0.1179,nn,nn00784375,2020-11-16T02:28:34.780Z,"32 km SE of Mina, Nevada",earthquake,,0.6,0.34,11,reviewed,nn,nn
2020-11-15T23:05:50.860Z,38.1408,-117.9398,9.3,1.5,ml,13,79.32,0.017,0.03,nn,nn00784373,2020-11-15T23:18:00.313Z,"31 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-15T22:58:44.340Z,63.3805,-149.7667,5.9,1.4,ml,,,,0.68,ak,ak020eplf49y,2020-11-15T23:08:08.182Z,"40 km W of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-15T22:53:25.810Z,38.7926674,-122.7978363,3.11,0.79,md,12,65,0.00596,0.03,nc,nc73482636,2020-11-15T23:53:04.500Z,"4km WNW of The Geysers, CA",earthquake,0.3,0.73,0.09,3,automatic,nc,nc
2020-11-15T22:51:51.950Z,38.7926674,-122.7969971,3.14,2.18,md,47,63,0.006428,0.06,nc,nc73482631,2020-11-15T23:28:05.341Z,"4km WNW of The Geysers, CA",earthquake,0.18,0.26,0.09,28,automatic,nc,nc
2020-11-15T22:49:22.480Z,19.2876663208008,-155.643005371094,45.25,2.35,ml,18,265,,0.150000006,hv,hv72230802,2020-11-15T22:54:53.400Z,"19 km WNW of Pāhala, Hawaii",earthquake,4.94,12.5299997,0.3,4,automatic,hv,hv
2020-11-15T22:42:40.100Z,36.543499,-121.1261673,3.72,1.6,md,11,122,0.05538,0.11,nc,nc73482626,2020-11-15T23:13:05.247Z,"2km NE of Pinnacles, CA",earthquake,0.43,2.22,0.24,9,automatic,nc,nc
2020-11-15T22:39:23.258Z,63.108,-149.0471,67.4,2.1,ml,,,,0.51,ak,ak020eplb010,2020-11-15T22:52:05.963Z,"31 km S of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-15T22:37:43.543Z,8.7422,126.2807,42.22,6.1,mww,,33,1.801,0.97,us,us7000cfes,2020-11-16T10:40:09.604Z,"7 km SSW of Marihatag, Philippines",earthquake,7.5,4,0.075,17,reviewed,us,us
2020-11-15T22:37:14.185Z,44.3371,-115.03,10,3.3,ml,,62,0.893,0.78,us,us7000cfem,2020-11-16T04:34:23.040Z,"15 km NNW of Stanley, Idaho",earthquake,2.1,2,0.036,104,reviewed,us,us
2020-11-15T22:34:52.780Z,33.9276667,-116.8611667,29.84,1.15,ml,10,86,0.116,0.22,ci,ci39466631,2020-11-15T22:38:41.749Z,"1km E of Banning, CA",earthquake,0.84,0.83,0.289,23,automatic,ci,ci
2020-11-15T22:34:50.138Z,59.9569,-154.1727,189.2,2.4,ml,,,,0.76,ak,ak020epla068,2020-11-15T22:45:24.501Z,"19 km N of Pedro Bay, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-11-15T22:29:08.740Z,19.1720008850098,-155.459838867188,33.0099983215332,1.74000001,md,35,206,,0.119999997,hv,hv72230777,2020-11-15T22:32:19.890Z,"3 km SSE of Pāhala, Hawaii",earthquake,1.04,0.889999986,1.74000001,4,automatic,hv,hv
2020-11-15T22:22:50.010Z,37.63,-118.9738333,4.92,0.15,md,6,125,0.01704,0.05,nc,nc73482621,2020-11-16T02:30:04.431Z,"1km SSE of Mammoth Lakes, CA",earthquake,0.48,0.54,0.093,4,reviewed,nc,nc
2020-11-15T22:22:44.600Z,44.336,-115.0229,10,3.5,ml,,62,0.889,0.55,us,us7000cfef,2020-11-16T04:48:14.490Z,"14 km NNW of Stanley, Idaho",earthquake,1.1,2,0.033,120,reviewed,us,us
2020-11-15T22:11:44.210Z,38.1785,-117.8643,11.2,0.7,ml,11,111.18,0.011,0.02,nn,nn00784364,2020-11-15T22:16:57.974Z,"31 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-15T22:00:46.410Z,38.1888,-117.6618,1.1,1,ml,11,171.66,0.062,0.45,nn,nn00784363,2020-11-15T22:13:17.689Z,"40 km WNW of Tonopah, Nevada",earthquake,,36.5,,,automatic,nn,nn
2020-11-15T21:59:26.340Z,36.053,-117.5336667,5.6,0.84,ml,13,111,0.03653,0.18,ci,ci39466607,2020-11-15T22:03:01.696Z,"34km NNW of Searles Valley, CA",earthquake,0.67,1.33,0.153,7,automatic,ci,ci
2020-11-15T21:54:47.401Z,-28.0254,-65.9637,31.24,4.2,mb,,134,3.052,0.69,us,us7000cfe5,2020-11-16T05:29:42.040Z,"13 km SW of Los Varela, Argentina",earthquake,9.9,9.1,0.235,5,reviewed,us,us
2020-11-15T21:47:53.540Z,35.9831667,-117.6568333,3.32,0.95,ml,13,213,0.03558,0.1,ci,ci39466599,2020-11-15T21:51:24.727Z,"23km ENE of Little Lake, CA",earthquake,0.81,0.44,0.126,12,automatic,ci,ci
2020-11-15T21:46:36.070Z,38.1635,-117.8472,6.6,0.9,ml,11,107.12,0.026,0.09,nn,nn00784360,2020-11-15T21:55:58.010Z,"34 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-11-15T21:36:42.307Z,44.3105,-115.0182,10,3.1,ml,,64,0.866,0.57,us,us7000cfe1,2020-11-16T05:26:13.040Z,"12 km NNW of Stanley, Idaho",earthquake,1.9,2,0.04,84,reviewed,us,us
2020-11-15T21:34:23.750Z,38.1563,-117.908,5.3,1.1,ml,10,90.55,0.02,0.05,nn,nn00784358,2020-11-15T21:47:58.649Z,"31 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-15T21:20:56.330Z,19.1599998474121,-155.450500488281,36.1599998474121,1.96000004,md,41,211,,0.119999997,hv,hv72230682,2020-11-15T21:24:10.370Z,"5 km SSE of Pāhala, Hawaii",earthquake,0.78,0.980000019,0.980000019,3,automatic,hv,hv
2020-11-15T21:18:31.030Z,37.288,-117.8457,1,1.1,ml,21,204.6,0.187,0.29,nn,nn00784354,2020-11-15T21:35:40.923Z,"41 km ENE of Big Pine, California",earthquake,,13,,,automatic,nn,nn
2020-11-15T21:15:10.810Z,19.4011669158936,-155.26416015625,0.899999976158142,1.83,ml,14,121,,0.349999994,hv,hv72230677,2020-11-15T21:20:41.310Z,"5 km SW of Volcano, Hawaii",earthquake,0.41,0.639999986,0.39,11,automatic,hv,hv
2020-11-15T21:14:21.393Z,54.5496,-159.7617,35,4.3,mwr,,174,0.299,0.97,us,us7000cfdp,2020-11-16T05:16:55.993Z,"99 km SSE of Sand Point, Alaska",earthquake,5.2,2,0.049,40,reviewed,us,us
